R	3.127669887	7.343339527	2.504205072	11.26808121	5.067088653	6.562019208	1.993480025	3.673799684	8.484280919	1.076758575
R	0.788279764	6.58934675	1.900418646	10.7245366	4.944609175	6.171989302	1.897120462	2.259217461	7.078730274	13.56177405
R	4.277975966	9.956563751	2.837456084	10.14682401	2.399778829	6.021398025	2.452028455	2.448150559	6.521923901	13.88953939
R	1.841517103	9.210817245	3.134381958	10.32400229	2.618677853	6.404233237	2.333880159	4.327380482	7.009763384	8.158355706
N	7.453871529	5.912661798	4.101507676	10.92550822	2.587760731	1.383363975	2.104686619	6.329973737	6.442152613	7.746534443
R	1.147048666	11.29713402	2.971757256	10.10773074	6.474158465	5.289780695	1.556692102	2.19149466	7.255441538	2.253526168
N	12.98717268	13.35124564	1.889169891	10.73507764	5.481725026	1.218134985	3.033618582	4.742921259	6.917927976	7.135169252
N	12.51827632	9.207775197	1.76954827	9.165530619	7.070650636	1.73652669	1.92531287	4.97908025	5.813709166	13.19577824
R	1.151157756	10.54797581	1.810216449	10.82912781	8.309541276	5.051345768	1.376380552	1.592853392	7.171553811	0.739559076
N	5.620194785	2.014480058	3.632023454	10.67274057	6.824076096	1.197506909	2.383120245	5.172260644	6.999726065	11.50458208
N	8.668069501	7.262016502	3.210221991	9.27741482	3.379238606	0.864856826	2.571842688	5.467913922	5.086269765	15.19877408
N	5.945775907	6.305415789	4.023424602	10.14119324	6.170113938	2.054915284	1.901151821	5.561566854	7.143745937	7.976157997
R	1.061446526	5.734471275	3.531335753	9.284127747	2.212528094	5.901043026	2.42744919	2.199353562	7.811405291	0.926418717
R	1.331939942	10.23910687	4.065701037	9.134554785	4.242516477	5.750611455	2.027755331	1.122535842	6.941891315	6.175658827
N	6.715362053	3.775957431	2.086757378	8.791759981	7.360701802	0.544743939	1.347983195	3.467301539	9.315303243	6.634644877
R	1.329728672	8.726516074	2.589539449	8.49832673	4.427584087	5.946941705	2.023001204	1.990366108	6.46484797	6.667271089
R	2.494153687	8.883533977	4.100197848	12.08106202	6.430707719	6.618378262	1.687566879	3.274386819	6.702948279	8.519036384
N	11.67126875	8.427896739	2.443468673	9.952717092	6.341782967	0.570432059	1.895706913	7.49719496	6.748780636	14.51801252
N	12.71286143	6.615771856	3.703104465	8.325191802	7.204158792	0.251642575	1.320758775	3.543179689	7.143149615	8.13822099
R	2.116397232	6.105657624	2.782696233	9.65916941	6.407703721	5.91737194	2.257921183	2.452030915	5.875076068	2.907303841
N	10.16195497	8.736222469	3.41973808	10.52484053	5.699841668	2.092718323	1.176831592	5.195515496	6.931202568	7.880824352
N	2.008481698	6.747987637	4.258019163	10.375393	3.145753125	1.292782142	2.332150683	7.156484762	5.051546818	6.82426534
N	6.390277989	8.62957228	3.341231405	9.425142911	0.756700883	0.636333398	2.21128586	5.436929423	8.782732238	7.163847451
N	9.835970203	7.351363368	1.987490726	10.10013032	2.594001064	0.94032242	2.978508756	3.68318819	7.387199743	0.998879622
R	2.33545048	7.437263655	2.783006436	8.398475367	6.48476024	7.137222706	2.063989225	0.720827231	6.555778446	14.3601652
N	19.93918054	6.178898252	3.230850964	10.16362826	5.673921034	0.843296598	1.855069739	5.981643054	7.395569477	7.349087276
R	2.201533388	10.03807542	2.0369748	11.12707119	4.900073742	6.027639999	0.704097867	2.188793502	6.628259925	7.047129142
N	5.204970371	12.10943492	4.003456257	10.2274436	4.070946449	0.875010035	2.515247062	5.477858048	5.832972778	6.339388423
R	1.554974535	6.987306239	3.078869742	8.973013172	2.119129737	6.869263414	2.108213949	0.645399033	6.841094484	1.032245902
R	3.277783426	4.469958609	3.41521761	10.40431124	11.06539623	5.549265086	2.023318762	2.315014427	6.781635943	8.788123669
N	8.035808648	6.572985393	2.834311803	10.21368144	6.024595405	0.542480869	2.47242584	4.439480218	7.707303864	8.162522952
N	6.921941052	9.17253223	3.734067486	10.97055586	9.700430099	1.140054417	2.117450473	5.460542614	5.917871103	9.077145401
R	2.504488302	7.427517743	5.20976502	9.560742233	7.921425373	5.741400769	1.740188396	1.401727134	8.01015836	3.40097262
N	7.228870388	5.877491601	2.785638948	9.585564371	6.514396175	1.327130154	2.183257769	3.523466709	8.627763412	9.504571924
R	3.015193257	9.283846177	2.989768464	10.67534243	1.517406886	5.655159885	2.545121426	2.995754818	7.102585593	7.323891096
R	1.262377173	9.750788363	3.227808824	10.39382324	5.165235607	6.727526777	1.579945978	3.037821054	7.74440371	15.32366637
N	8.432422753	9.88435739	2.830921359	8.779206383	4.796597725	0.805809658	2.102474077	4.899169753	7.726729358	2.296913659
R	0.871704751	6.589546052	2.51964345	8.928731329	9.892777784	5.589589553	2.023340504	2.575687845	6.475275679	13.25327395
N	4.882697315	7.213673943	3.205995779	10.38434916	6.990684401	1.638339251	2.215177575	4.053237012	7.111066555	9.703131955
R	1.39948844	7.854249589	2.731025587	10.8831783	9.816968999	5.940252514	0.737210774	0.796532128	7.142166277	5.606761794
R	2.080336598	8.002149563	3.476704368	11.29115852	11.80429212	7.403385446	1.856152901	1.398898442	6.403705064	5.864451504
R	1.315391684	5.609751766	3.197584375	9.673483848	3.057027147	6.388540473	2.105457712	1.611073624	5.958834391	3.123478509
N	5.469569816	8.25202371	4.419066863	9.775393527	3.43358577	2.288090735	1.458841471	4.647959091	9.244314578	3.086294975
N	17.35645924	8.808653715	2.830993387	10.60923934	2.872875277	1.318155556	2.179089559	6.097591284	6.75015589	11.22807477
N	5.194989301	9.563573972	3.070850384	11.13743656	7.27250864	1.521364332	2.019355558	5.744693848	6.601193996	8.12744736
N	14.62395616	7.146384332	3.897606807	11.06702332	0.381796096	0.190858441	1.558891883	6.129267783	5.028550322	2.515505913
N	7.074760106	6.862752808	2.144207552	9.956079615	5.658328629	0.963196293	2.13244291	4.807371829	6.735852087	7.953368817
N	8.436541618	15.71165688	1.728627712	10.23620114	7.439512633	1.600487266	1.316536645	6.378495687	7.30897087	16.39983234
N	6.37663073	14.34100055	3.033530874	10.4449674	5.210228979	0.219208804	1.218518261	2.781915117	6.924211846	5.996500785
R	2.174887025	7.184445874	3.592542814	9.138177286	1.881946855	5.848417118	2.41009121	2.828330263	6.916021424	10.16378037
R	1.952292481	4.898181262	4.940022134	9.583415788	6.218245272	6.243059662	2.196983538	3.052353329	5.235176185	9.022992553
R	3.062176316	7.025115857	3.532046898	8.50306631	0.515945445	5.588049005	1.691867097	1.905344253	7.44162691	9.558449024
N	9.013635013	10.44452174	4.152113175	10.09224952	10.76405738	1.426051431	1.286902634	5.157884669	6.213637146	12.33203274
N	14.85918211	8.647989921	2.565345449	11.95818104	5.560068162	0.717951158	2.171203641	4.948851458	7.822792718	16.75957279
N	21.41254931	9.571190491	3.48793161	9.662920309	5.303560652	1.78132678	1.687402585	4.021074469	9.131082513	5.186990253
N	5.14775484	10.00503871	2.278152706	9.604183761	7.635122755	0.444862745	2.29818387	5.92910015	5.392424213	1.253758273
R	3.211882764	8.558450474	2.951847256	10.24855713	8.873577725	5.764836583	2.421540343	0.878923426	7.056020694	0.870467247
N	9.14911329	9.462465526	3.97120266	9.598774515	6.077922252	0.971662079	1.340489071	4.979025565	6.704926902	1.002067445
N	17.33377345	6.996322495	1.258304379	10.77054563	4.504074954	1.147047777	1.87792322	4.645298123	6.914138274	4.463349425
R	0.9293948	5.776110116	1.809008455	11.07373827	4.9692778	6.225064855	2.275094775	2.143006628	6.613639826	7.085214204
N	11.60485561	7.234481276	3.350569056	9.647645774	8.21966238	1.025431726	1.593556174	6.102857118	4.425712399	6.985082352
N	22.23514617	6.377069377	3.356710209	11.0271205	4.861622716	0.788684648	1.863829138	5.395384316	8.010886279	9.511104019
N	15.51801407	6.97145596	4.745993432	10.74553918	3.050475564	0.420141453	1.822073835	4.132179821	7.063963555	13.95917138
N	1.130085874	11.31715818	3.757527279	9.998251934	9.148257889	1.751580529	1.686830055	4.568260522	8.034100153	6.057352541
N	8.491812592	7.223171796	2.503290755	8.533106893	9.901008053	1.112651905	2.083828573	4.180499874	5.917205099	2.89540632
R	2.513726127	12.80155316	3.79120217	9.585505928	4.13189887	5.525336063	1.676932697	2.715281641	6.841071296	4.268480703
R	4.443823742	6.365517973	3.946118594	11.17171639	5.221857489	5.846560542	2.880023843	3.296487079	5.772588737	5.564451456
R	1.644553864	7.488253995	4.236779152	9.589308503	5.255645017	5.753353029	1.190715812	1.39224544	7.609813037	0.980803932
N	6.05647341	7.238661983	0.488039303	8.942325896	4.676507467	0.478500888	1.494250876	3.811983774	8.557042887	14.87848795
R	2.845859017	8.096338152	3.562419322	9.485491437	1.73721472	6.174229747	1.635159688	2.076865194	7.613137179	9.724388729
R	2.275763177	7.966837475	4.745322225	9.102187576	5.382201475	6.502029623	1.981566661	2.831699423	6.810702401	7.375305147
N	16.14272766	7.592255576	3.284584924	8.602105755	4.721584114	0.824972601	2.138183276	5.751694934	5.593169633	3.768951564
R	1.112567279	10.57775906	2.250037107	9.494243779	7.222818619	6.807221052	2.215293579	1.199374206	8.845012761	11.67920435
N	1.789506906	6.068117039	2.606995335	8.599596112	5.577915667	1.189530299	1.781899815	4.176570975	7.308944674	9.910400122
N	17.67834682	6.267986422	4.346335046	9.935971199	5.023068504	1.08514187	1.765511506	4.967345155	7.079812259	6.877299648
R	2.628434781	3.60611202	3.63637746	10.69891979	6.415283924	5.942398588	2.164612134	2.197138614	8.146887959	9.762060797
R	1.803725191	9.134513758	1.904810471	9.567227374	6.090065697	6.013164953	2.817983484	2.651310509	7.153152281	5.005269656
R	1.677517039	7.205368588	2.646506036	12.36843861	4.670331909	5.344510389	1.609814481	3.904871779	6.641807622	5.862476072
N	2.245053608	11.44276174	3.009711387	11.68258067	3.823375946	1.072664872	2.667610683	3.254331152	7.201579816	6.204163165
R	1.269187499	6.71427539	3.243829876	10.29440334	2.62279417	5.915341549	1.914729733	3.520621774	8.088693032	7.687785548
R	2.492792225	8.513857172	4.421297478	12.01311426	7.360702972	5.695802403	2.956283545	0.871472265	7.742815319	5.779323543
N	19.8420691	6.967453417	3.479966598	8.653787361	7.475975673	1.287144837	1.404982688	7.207832987	7.404575208	7.587260351
N	8.941276643	9.412955098	0.839615123	12.61875548	1.529708152	1.053994141	2.432531917	5.017890523	8.282336629	2.76864185
R	3.135300334	7.400508682	3.364541245	9.952731473	7.040445648	6.482359784	2.791448749	4.722381895	6.296661215	7.428872559
R	13.15220885	9.275673672	4.181581323	10.15657281	5.15264169	1.082422336	1.217248467	5.566465353	7.04584425	10.3060962
N	19.2575532	8.909878226	4.47537106	9.378855134	4.149497275	0.157614855	2.946834404	3.906527047	7.573900052	7.815444633
R	2.345970378	5.889856013	0.785269371	10.663204	2.960647409	5.831526598	1.171502637	3.072318551	6.948166661	7.645154361
R	2.107779318	8.069075482	1.630439031	10.17822618	5.269220477	6.50585953	1.496529325	2.131180831	7.026516982	5.033137452
N	4.361951806	12.25542206	1.570661452	9.606992439	4.577854663	0.649557481	2.47804333	3.942455077	6.625781163	9.637909934
R	2.360742094	8.336344201	3.037937841	10.42766669	5.862281478	5.91235889	2.05701204	3.36153396	7.750434618	4.880525706
R	2.474406069	10.88163507	2.894810595	9.856788711	3.941836391	6.460650367	2.022695718	1.782753786	7.647319739	12.26254233
N	7.438811305	6.933953985	1.760646088	7.036987174	5.168821831	1.955683392	2.305326438	6.096011193	8.30253363	5.092875372
R	3.567477134	13.72552192	2.469735932	10.04781322	4.750800652	6.120576671	1.647504702	1.171385134	7.523312106	5.774092714
R	1.597976104	4.756732184	3.136175596	7.568767122	8.863443416	6.283422754	1.786341984	3.050016063	7.824696295	11.32471187
R	0.625269026	10.92991482	4.515060216	9.82883521	6.090999358	5.864384899	1.771447397	2.525132999	6.336896019	4.522182839
R	0.517837596	4.890688387	4.600511548	10.70222366	1.226558792	5.48648814	2.133913327	2.287502654	7.005612817	11.17913402
R	0.922475147	7.655703892	3.333583226	10.67127344	7.721278377	6.135298018	2.197053434	1.979778893	6.415219949	15.12212216
R	3.427544331	7.101371646	4.447187358	9.415079035	7.508521246	6.095482467	1.831691486	0.13748374	6.297146451	5.324010201
N	12.3289315	10.40537192	3.444924086	8.792218999	9.223671713	0.745854858	1.968578546	5.193456202	5.161758492	9.121610903
N	15.83009648	4.86956946	4.107605702	11.10713417	4.780753978	1.891190961	1.709567336	5.654994463	6.984674715	4.284945813
R	1.381711386	8.990930898	4.389992624	9.568009388	7.386921467	6.728381008	1.30041321	3.128409033	6.803291894	1.915496774
R	1.63786432	6.767806831	3.121331156	10.38829021	2.515741062	6.522294444	2.706405015	2.701154468	6.538326329	3.281891162
R	2.544906972	9.562994546	2.469348751	11.28933276	2.542255953	6.544738732	2.156268718	0.904796227	7.494571498	8.820158487
N	15.4332477	9.05895903	3.198086937	9.275573808	6.909994086	1.243544519	1.908607435	4.699740531	6.720549097	17.7493072
N	11.86464085	10.17580677	3.712849962	9.137847952	7.380002449	1.615950305	0.546751321	4.73690972	9.758608304	6.819140474
N	11.70630271	6.778848859	4.745135717	10.06548168	1.048079594	0.503900653	1.587446399	5.860932305	7.634265317	12.81013684
R	2.350999523	9.66112367	2.821323379	9.29080755	3.602051282	5.631629563	2.591692249	2.067104532	7.656927774	14.38220336
R	1.369169662	7.50236425	2.740286347	7.521458293	5.576528662	6.413681693	1.857735607	1.840889152	6.760750613	5.903260003
N	15.37825909	8.311896442	2.667777481	9.539431136	9.223599097	0.920329224	1.416304023	5.28659772	5.510098956	11.06599565
N	18.96716712	8.394876425	2.351757048	11.62972479	5.676576008	0.13767687	2.087006021	5.186288769	6.831392129	7.610176941
N	16.79079857	7.710168339	3.92737411	11.12286853	6.244841586	0.540367607	1.250823768	6.723091944	6.646920864	8.672636103
N	18.69091366	8.380090903	2.398383007	11.40158871	6.9647873	0.9139843	1.95333502	5.604261226	6.872905307	6.859795363
R	0.900809765	5.743720702	3.277585742	10.37563608	2.194225704	5.747383918	1.890328674	0.539373076	7.459195348	11.45286076
N	10.88786607	6.790042315	3.452171045	10.22433243	13.58234584	0.147319287	3.245469811	4.59922085	7.636166699	11.32942905
N	13.00123038	7.307637962	3.575527034	9.980676874	9.315134889	0.640940548	2.045025165	5.900276136	6.429407117	7.738497411
N	10.50260428	6.96911191	3.757002375	8.665651448	9.199240668	1.268667703	1.905890766	5.748945628	5.999368041	0.210897769
N	12.92948074	8.299895554	2.847920826	9.404210624	0.739236821	0.883272904	1.481639064	3.541050703	6.184429071	4.592066186
N	5.73585417	7.278295195	3.262319092	10.04408079	3.487536027	0.629261154	1.266259026	4.490515312	5.757519351	7.841337371
N	16.7834607	10.15533694	2.815499578	9.559414938	4.26098314	1.144466899	2.323733692	4.481063294	8.51933057	1.371170493
N	10.63979414	6.363238846	2.259719685	9.356900872	9.485243837	1.488088675	1.801592129	5.799236724	5.977236222	8.15612779
R	1.980282879	9.192878216	1.918489696	9.968365761	7.306292855	6.154972533	2.145063949	1.213551978	7.003672817	3.981665989
R	1.735973275	6.019133519	1.935369869	10.63333707	9.65815552	5.899553989	2.087244787	2.307125756	5.888982055	11.07850881
R	1.740180957	8.154224557	2.707279819	11.39485604	1.702142112	5.781268958	2.574116085	1.325603891	7.923366288	4.573300602
N	8.611813979	8.752932546	3.382465074	10.93355849	4.735805965	1.141144727	1.306894084	7.113551023	7.678253807	4.123533419
R	2.943566596	4.504624597	1.77672855	9.674383659	4.425321535	6.206881619	1.834566743	1.807938262	7.233048017	8.589863465
N	6.478524759	7.718109244	4.439470767	10.4143795	2.845340794	1.250221849	1.580970821	5.978262916	6.171194074	1.821702585
R	0.87338162	11.08201212	2.251204303	8.757550632	5.992273892	5.757022644	2.242099139	2.638023757	6.886933002	1.341639915
N	22.52036854	6.466422665	3.656812465	9.95983371	2.690224039	0.811467549	2.553481967	4.732552588	7.010990962	6.938682667
N	5.53694536	7.262484019	3.448202301	9.96990723	8.335508051	0.759270746	1.593113701	3.938582662	8.128053784	3.163822665
N	11.59384118	7.668396797	1.359383338	10.54009257	9.839394388	1.267120619	2.584993387	5.875228149	6.978268883	10.61069173
R	2.414915363	8.424813995	3.478874651	10.69813633	4.494946457	6.007041431	2.473928493	1.667295468	7.715526374	18.00169196
R	1.387189287	8.262360427	0.412464604	9.912324059	8.892809606	5.336370853	1.891472932	0.866626048	7.46305932	2.150459549
R	0.018428398	5.651526737	5.12591878	8.043225861	8.242774616	6.159965763	1.487527643	0.29959982	7.632533154	1.423879746
N	9.045472064	9.584252341	1.008126768	10.53928638	7.866648285	0.579226455	1.866919977	5.470318568	6.200672355	1.278271151
N	9.056912427	10.54502781	3.456788843	10.30862872	3.422610761	0.727455441	1.247126068	4.970487631	7.386906304	3.202801094
N	11.74820554	7.232093058	3.136191753	10.99088189	5.996489818	1.673565283	1.28539002	7.404309723	7.580579631	11.39251023
N	14.30226372	6.378615604	3.405778218	8.156059951	8.848491958	1.014512472	1.669190337	2.823325388	7.91637273	2.508507226
N	3.871201843	6.19124827	1.585301499	11.2889699	3.775600878	1.525319119	2.220548263	5.01076404	6.985289677	2.316489872
N	1.524080865	9.025117485	3.056584915	8.935771116	3.817065528	1.823171969	1.527834249	5.279449603	6.263619881	17.75290705
R	4.169007273	9.585929431	3.348897987	10.82287602	7.480674461	6.585275402	1.070200283	1.735033244	7.341278395	8.374215889
R	1.233508082	10.58238362	3.1246295	8.906354207	4.966796118	5.669394238	1.95260745	1.196629333	6.600934153	4.328376952
R	2.204168349	8.56050592	1.979950145	9.25420653	9.12220005	5.891993365	2.686835954	2.457596468	8.08661718	11.61014302
N	12.65634026	6.414595433	3.540253634	10.66184875	1.478843727	1.700062554	3.017836386	6.046761277	5.957136169	2.142880055
R	1.482158989	8.031099591	1.085828284	8.683853441	3.833637326	5.548205217	2.592375407	3.221137461	7.30368105	6.772272402
N	7.695592499	7.13756529	3.105671656	10.31261029	4.332275402	1.123550816	1.759773642	5.431121655	7.093650649	12.86154094
R	3.881733433	7.41005262	1.954699914	9.849440504	4.70513436	5.530329684	2.018042299	1.444397357	7.567440913	4.961561092
N	15.76155003	11.82225479	1.778975151	10.51822085	5.413158002	0.517487719	0.848669533	6.28970203	5.3334875	11.40112195
R	2.536883214	9.011760384	1.599419966	10.06601583	2.763282113	6.384544032	2.383933481	1.945422486	6.830082561	11.09920609
R	2.842833402	5.480733419	3.152584201	9.452762122	1.980346102	4.765530154	1.803891721	3.847190399	6.321475871	14.4394317
N	21.76114166	7.873225642	4.105909101	8.267237367	2.92451384	1.30869374	2.393667654	5.759746652	6.321182389	7.281354821
N	17.44995703	9.289720726	4.173562018	8.400792591	6.512555437	0.734283489	2.343906292	5.779015656	8.160442526	8.091010013
N	13.80115047	7.663283054	4.057298125	11.30162617	4.112095808	0.58975178	2.563246549	4.466130169	7.193688432	3.211185073
N	8.516508086	9.134980282	3.407639096	10.85083133	9.755796616	0.4010759	1.473635013	4.27948712	8.263835538	1.755477636
R	2.513427936	4.166305997	1.000402125	9.915200461	8.643503751	5.982355177	1.177833974	2.276837166	7.89485412	15.63195964
N	5.87548624	10.27028389	3.112541847	8.952807126	5.268361677	0.481114414	2.486890783	5.444382161	7.166884968	14.59749577
N	5.637091736	9.476054778	2.525263013	9.096346077	6.67631277	0.906148398	2.341706062	4.374978989	9.217693929	9.834483923
N	10.71198107	7.561199471	2.724794706	10.24756622	4.855699111	0.001292837	1.389421672	5.544115352	7.058574309	6.543612916
R	2.028135161	7.213742275	3.072316049	9.445111597	5.433342154	5.827940041	2.025340141	1.877352272	5.986254067	11.55324872
R	1.983510573	7.353841587	4.045166305	9.196686521	3.923010633	5.36175732	2.151798153	3.104329594	8.701715484	17.68076426
N	6.472016819	7.723249748	4.103803271	11.44774984	5.381224492	1.00942697	1.162676983	2.739883422	7.336939614	3.63726762
R	0.477568049	8.137660568	1.543761929	10.35602478	3.958378917	6.478448359	1.902464694	2.598210751	7.393547045	12.83119441
R	2.671468913	10.35581158	1.534596265	10.26412099	2.60733653	5.80394235	1.886265321	2.194988224	7.039609913	7.136933672
N	9.005341002	7.304267345	2.369273237	9.900134529	2.672897031	0.598976518	1.838314992	5.713664449	6.056787407	3.399664291
N	10.03916563	6.762211708	2.225225605	9.282410578	4.739269667	1.327503414	1.404130349	5.109544818	5.430858741	10.78262066
N	20.13600341	9.523210232	1.927265312	12.30482836	3.086086445	0.928621259	1.850517047	4.486450865	9.117174309	11.13597885
N	15.85537829	6.710448544	2.779863031	9.823739468	11.75871003	0.696366227	1.792584905	3.320004071	6.327391291	3.166871442
R	0.653328508	8.459689541	3.938611065	8.667824912	6.288744243	6.749763769	2.374727953	1.731881138	7.11553052	6.821761944
N	5.730841585	8.223752965	4.847365211	10.19715575	7.927945877	0.503549643	3.00610522	3.061458239	7.131741079	2.981334794
N	3.739719965	11.58311842	3.52754943	9.475223177	4.47551959	1.021236726	1.915003991	3.668881361	7.646230142	10.37561861
R	2.971241088	7.267240558	4.161177277	9.342712596	10.89491475	5.121110565	2.850806831	1.37545445	8.326246673	7.619375903
R	1.319301623	5.366211088	3.620643075	9.96087436	4.703991522	4.626770181	2.028044437	3.275399019	5.72300485	17.17052338
R	0.321998763	6.876515037	4.558614542	9.199837243	2.664126745	5.23961716	1.708651031	1.418732665	7.244983755	9.850299639
R	4.898736083	8.988962665	1.508515586	9.666856632	8.307743392	5.081009312	2.498265663	3.634202255	5.401462782	5.218799272
R	3.091468423	4.95604112	4.705935721	7.97199051	2.771201937	5.524006018	1.572994549	3.04445942	6.395092029	1.518346761
N	20.1507513	7.228412672	4.876580426	9.33630002	1.962716768	1.235993807	1.656417399	5.780830929	5.955827193	1.878520803
R	1.793517695	8.919579589	2.670135481	10.45671769	6.603066014	6.837749106	1.678197929	2.199028639	7.945941084	5.659568865
R	2.235363063	7.959663893	3.464748651	10.01262485	6.769408268	5.968496161	2.916821841	2.052928706	6.227570349	0.49940757
R	0.031845133	10.48124864	3.706503592	10.59365301	6.477921151	6.430552392	2.141767496	2.992801686	6.890514142	3.151089624
R	0.989398848	6.967929365	4.250190227	11.40622736	4.846517531	6.770367064	1.927840828	2.658564966	7.731633652	10.75785674
R	2.062325236	9.287712518	5.256602395	9.836924357	2.553807408	6.185291237	2.761055207	2.864144417	8.379728179	11.93503751
N	0.324852986	8.733402445	3.548425025	10.46962365	3.58998379	0.825713369	1.910751371	3.886709323	6.437071794	11.63487258
R	0.335714826	8.582774089	3.950662462	10.33769468	8.953944504	5.870887299	1.843167947	2.767605659	5.794269407	21.71125968
N	18.94647193	8.215696932	3.265179131	10.43194812	2.995542053	0.165488583	2.88179776	4.769084045	7.389143387	8.823515502
R	2.617789224	11.97984341	2.177284188	12.22693862	12.02284833	5.877608652	2.218555472	1.85642118	7.079245519	10.76201522
N	15.7529794	4.096897931	4.15203273	9.290494709	7.239229092	0.694892818	1.371408305	4.509880682	7.730772657	6.252575083
R	2.794624259	5.07023108	1.413480479	9.398261644	7.450494272	5.423127526	2.213390532	0.898513076	6.246895909	10.43188991
R	2.4962464	6.325877854	1.608968267	9.905380637	2.674695081	6.007511501	1.724673237	0.856322138	8.875250324	2.090248033
N	7.207010079	5.84814807	1.491810433	11.17896196	9.419586692	0.777943267	1.832415518	3.592056701	7.841270185	9.423536452
N	9.253860692	8.820094809	4.818172462	10.21988884	4.821073071	0.573106088	1.759900463	5.705541645	4.107345621	0.404741667
R	2.765036416	11.60901861	4.46523475	11.76201618	2.411323789	5.775327629	2.913116706	3.165292117	6.812308223	8.830352403
N	10.79687932	1.825917705	1.681854054	10.74712859	3.160155242	0.1877791	1.654928873	4.142688459	7.635934848	8.101901745
R	1.844016137	8.713740926	1.557926399	8.693806084	3.866580802	6.371457897	2.098305066	2.179387229	7.023077887	8.658063703
N	10.94710359	9.582103169	2.961853942	11.25487776	5.555011334	1.44220618	2.535274641	4.768067496	7.155656619	6.653685658
R	0.276519045	10.26510436	3.156888572	12.35571063	1.677046916	6.864244676	2.99712278	3.376101811	6.657092723	11.7887437
N	9.178399	5.185682734	2.767729018	8.98312469	8.814845554	0.099148374	2.304413846	4.751805744	6.200159755	12.51531264
R	1.700012429	7.69892296	3.034884722	10.28228207	7.024216911	6.34078933	2.197221474	1.126465831	6.660865385	9.650862203
N	2.848117373	8.966310706	1.253175881	9.279996426	4.913151693	0.627324392	1.913736869	5.457866977	7.022022661	4.922864261
N	11.03554018	8.74637205	3.418269513	9.643018541	7.945291255	0.955689286	2.070817381	4.12122342	6.574596969	8.350494129
N	3.93129138	10.36651084	1.961763097	10.01156112	6.096631361	0.655947634	1.750491244	4.622587766	4.59242108	11.92098274
N	19.76074903	9.524948527	2.668410005	9.181147419	6.23234964	1.699806578	2.854296829	5.862395708	6.482765488	7.745079654
N	12.99946667	4.64755628	3.652391407	9.905275287	0.883067003	0.155911449	2.365441496	4.865178101	5.916692365	12.07953268
N	9.916538518	7.782217939	0.888591527	10.42008839	4.960817054	0.373436843	2.193418285	5.377998345	5.098203415	12.61312455
R	2.12227361	8.35942478	2.09215801	9.790922142	8.110421061	6.352324731	1.716430518	3.927586584	8.303392349	10.85336701
R	2.448088367	3.560761273	1.744428951	9.991025884	4.687167472	6.101870292	1.680478349	0.528388262	6.437297392	9.374425513
R	1.300020615	5.885208164	3.768354735	11.44345201	2.913392848	6.344087568	2.419491596	1.162502399	5.760013909	7.701920516
N	4.682870902	9.019495785	1.794504394	9.161404684	7.639535155	1.431581807	2.447368468	5.205989168	6.313432958	9.616688654
